"row";"column";"S_Kb";"Cl_Ka";"Cl_Kb";"Ar_K";"Cr_K";"Fe_K";"Ni_K";"Cu_K";"Au_L";"Au_M";"Scatter_Peak000";"Scatter_Compton000";"s(S_Kb)";"s(Cl_Ka)";"s(Cl_Kb)";"s(Ar_K)";"s(Cr_K)";"s(Fe_K)";"s(Ni_K)";"s(Cu_K)";"s(Au_L)";"s(Au_M)";"s(Scatter_Peak000)";"s(Scatter_Compton000)";"chisq"
0;41;0;0;0;0;0;0;0;0;0;0;0;0;6.54847;6.59132;6.73698;7.41381;7.93193;8.16945;8.37335;8.46539;9.91481;8.73281;8.38691;8.35912;0
0;42;0;0;0;0;0;0;0;0;0;0;0;0;6.54847;6.59132;6.73698;7.41381;7.93193;8.16945;8.37335;8.46539;9.91481;8.73281;8.38691;8.35912;0
0;43;0;0;0;0;0;0;0;0;0;0;0;0;6.54847;6.59132;6.73698;7.41381;7.93193;8.16945;8.37335;8.46539;9.91481;8.73281;8.38691;8.35912;0
0;44;0;0;0;0;0;0;0;0;0;0;0;0;6.54847;6.59132;6.73698;7.41381;7.93193;8.16945;8.37335;8.46539;9.91481;8.73281;8.38691;8.35912;0
0;45;83.1189;1964.14;271.928;70.084;14.2643;109.131;21.502;24.7969;145888;2015.32;2406.99;1577.04;21.5974;48.1279;23.583;15.8089;9.54336;15.4664;10.9846;20.6919;383.183;52.0556;67.932;81.3721;1.59888
0;46;209.159;3908.11;594.455;88.862;53.5501;217.583;14.5497;146.403;280986;4205.91;4613.91;3099.07;31.2619;67.921;34.8618;21.9094;14.6412;21.3274;16.8141;31.243;532.15;75.1731;94.6496;113.358;2.24439
0;47;215.885;3851.13;542.233;130.49;94.3494;255.454;32.653;125.904;280556;4195.13;4757.99;2874.38;30.8305;67.3504;33.7779;23.0489;16.0958;22.3544;17.7355;29.7028;531.494;74.7086;95.5172;112.389;2.13425
0;48;227.664;3889.42;582.698;115.414;61.1271;190.958;10.5609;11.2345;281925;4320.4;4523.14;2822.26;31.016;67.6006;34.063;22.1505;15.6766;21.5788;18.6463;28.2318;532.928;75.0064;93.7667;111.679;2.23046
0;49;230.22;3867.39;539.474;128.597;112.129;289.66;36.7834;37.8547;283412;4395.76;4691.23;3019.71;31.5006;67.7202;33.9445;22.5312;17.4006;23.6249;19.0693;29.0429;534.243;76.483;95.0226;113.223;2.11575
0;50;165.212;3992.54;621.714;193.856;70.8374;217.291;17.5478;99.0398;283334;4308.7;4784.23;3027.76;30.322;68.4162;35.0565;24.2835;15.9772;21.8255;18.0275;29.4793;534.077;75.4969;95.0815;113.182;1.97916
0;51;177.064;3911.97;558.117;153.814;95.0375;256.531;7.86474;60.988;283554;4219.1;4718.5;3215.59;30.1082;67.8174;33.9173;23.2164;16.834;22.2141;17.9016;29.3483;534.39;74.7608;95.2215;114.542;2.10786
0;52;230.566;3847.89;548.803;95.4101;99.9709;304.613;40.9893;82.1302;284185;4149.73;4876.31;3028.68;31.6963;67.5929;34.0877;22.0682;16.0331;23.1005;19.2758;29.7355;534.988;74.8786;96.4753;113.781;2.1555
0;53;262.288;3921.85;489.266;120.861;120.308;277.527;4.70437;65.1771;285175;4370.11;4682.85;3125.53;31.5245;67.9658;33.1264;22.5264;17.446;22.6909;16.5549;29.2765;535.885;75.7367;95.1657;113.968;2.16632
0;54;153.345;3860.88;560.917;163.558;33.7775;286.576;42.0573;64.7716;285456;4381.88;4890.04;3042.43;29.9372;67.5567;34.2736;23.11;13.5052;22.9018;16.2631;29.4511;536.176;75.9123;96.6095;114.061;2.36732
0;55;200.547;4024.38;530.032;127.455;91.0064;229.628;45.1192;110.452;286078;4119.43;4704.94;3248.46;31.5193;69.0253;33.8554;22.9581;16.8531;21.6802;18.1065;29.6537;536.737;74.3572;95.1301;114.972;2.17485
0;56;241.64;3813.1;607.33;132.396;75.7685;274.338;30.5801;27.7232;284586;4302.94;4755.5;3082.78;31.3755;67.202;34.5982;22.0781;15.9303;23.1942;16.4563;28.7063;535.441;75.0602;95.9018;113.743;2.29657
0;57;206.044;3876.33;585.923;139.099;54.654;242.201;1.57771;81.7539;285578;4293.49;4889.27;3088.68;30.6375;67.2759;33.9357;22.1472;15.9928;22.6205;17.2705;29.5678;536.372;75.2329;96.6104;114.212;2.16018
0;58;190.86;3901.8;590.215;147.484;65.3473;293.758;34.0671;104.375;284058;4453.82;5069;2746.01;30.4665;67.6059;34.1673;22.1308;15.3957;23.6676;17.9484;30.2714;534.832;76.2481;97.1615;112.031;2.35183
0;59;213.764;4054.16;550.937;180.817;91.5402;211.807;3.86755;47.3035;283528;4444.16;4940.46;3192.48;30.562;68.7572;33.9898;23.5639;16.9177;22.0102;18.7546;29.3517;534.528;75.76;96.7758;114.585;2.13275
0;60;177.057;3896.8;605.176;133.891;1.91746;281.269;38.4187;1.8114;284295;4385.12;4774.29;3134.57;30.0729;67.681;34.7133;22.0467;14.7103;23.7016;17.9099;29.2596;535.211;75.7726;95.7448;113.921;2.22797
0;61;178.069;3975.08;561.115;137.269;84.3577;219.966;54.3821;143.828;285398;4309.52;4824.25;3045.2;30.4607;68.5011;34.2566;22.8498;16.5653;21.4497;17.9158;28.9512;535.858;75.4355;96.1214;114.186;2.4613
0;62;199.724;3891.63;632.002;127.384;80.9227;246.749;20.3247;59.4992;286999;4423.47;5021.24;3024.62;30.7533;67.9775;35.626;22.6066;16.259;23.1342;17.6308;29.984;537.544;76.3476;97.1634;113.788;2.13927
0;63;244.71;3932.5;565.788;121.415;54.3285;257.38;18.7306;23.4279;286148;4287.86;4883.04;3098.14;32.0986;68.2544;34.2349;22.6265;14.6319;22.4369;18.9629;28.7253;536.762;75.5191;96.1603;113.867;2.22233
0;64;228.604;3979.18;536.392;117.858;98.6485;290.991;21.3115;19.4399;286384;4340.14;5067.75;3342.39;31.6268;68.531;33.594;21.8115;16.2268;23.3714;17.2234;28.831;537.087;76.0944;98.0276;115.786;2.47486
0;65;259.334;4093.18;563.46;113.181;97.4312;262.853;15.3425;91.6308;288440;4542.3;5217.36;3191.25;32.4039;69.3709;33.9525;22.0696;15.7493;22.8652;18.7311;30.0762;539.029;77.2419;99.1587;115.816;2.19215
0;66;208.821;3828.63;625.26;111.817;78.7731;253.895;3.07151;126.44;286590;4300.29;4818.61;3359.64;30.9452;67.4083;34.9687;22.0312;16.4945;22.6601;18.2418;30.3173;537.328;74.9343;96.6161;115.776;2.32852
0;67;199.723;3963;541.992;82.9721;87.4205;239.789;28.4271;97.5482;285862;4426.61;5014.89;3227.84;31.0532;68.4478;33.9271;21.656;15.9988;22.078;17.632;30.3622;536.491;76.3787;97.2587;114.821;2.27657
0;68;261.218;3914.86;666.763;136.291;135.082;244.382;28.3951;102.07;285568;4254.98;4891.64;3173.83;31.7874;68.1248;35.855;22.4998;18.0855;22.225;17.8195;29.2551;536.21;74.691;96.6365;114.677;2.27325
0;69;267.414;3900.08;585.125;130.394;77.7029;308.317;51.2837;199.457;286068;4321.68;4863.53;3149.95;32.4987;68.092;34.4639;23.1953;16.1151;23.8372;18.5162;30.8858;536.496;75.5323;96.1214;114.193;2.24409
0;70;185.665;3952.39;513.554;206.25;56.6387;244.931;9.87438;130.271;284377;4264.54;5032.05;3018.9;30.4369;68.0841;33.7857;24.5263;15.7996;22.8044;16.8025;30.1552;535.157;75.5203;97.2959;113.825;2.25269
0;71;176.784;3985.85;547.661;153.097;84.2507;247.724;4.3661;18.6217;284599;4297.77;4853.81;3087.48;30.632;68.4917;33.8534;22.4675;16.4852;22.347;18.3882;28.319;535.353;75.462;96.2831;113.711;2.37909
0;72;187.289;3955.47;575.66;141.975;87.3731;234.14;6.18459;50.4151;284286;4283.72;4791.62;3229.51;30.7444;68.2072;34.3942;22.8917;16.1744;21.8472;17.7609;29.0977;535.013;75.5058;96.172;114.502;2.3518
0;73;226.01;3892.84;541.875;136.581;84.295;264.181;34.3952;39.9362;285589;4210.46;4941.92;3259.96;31.1961;67.7139;33.5514;22.3966;16.0863;22.9122;18.8868;29.1002;536.228;74.4619;96.737;114.966;2.26661
0;74;203.505;3953.34;535.115;117.083;78.8589;264.596;12.1544;81.3457;286234;4408.27;4838.15;3145.78;31.215;68.3133;33.9037;22.2474;16.1734;22.3911;17.8745;29.9118;536.932;76.5746;96.5438;114.844;2.35236
0;75;173.343;3955.04;546.936;119.009;95.1595;271.663;18.2411;50.4945;285084;4470.32;4997.61;3142.44;30.6167;68.3976;34.1443;22.5213;16.2372;23.1992;17.1469;27.8225;535.715;76.6681;96.8659;114.139;2.19101
0;76;286.014;3859.99;626.511;123.725;86.8824;189.479;24.1827;101.554;286061;4232.47;5044;3272.02;32.2495;67.5823;35.4679;22.9368;16.4954;21.0625;17.9447;29.8495;536.772;74.813;97.049;114.99;2.35367
0;77;232.091;3995.82;525.98;117.105;81.9645;259.061;18.0994;37.1664;286046;4376.15;4858.77;3196.65;31.5904;68.7339;33.804;22.6127;15.8704;22.3533;18.2865;28.8516;536.837;75.6408;96.4239;114.575;2.31625
0;78;288.929;3944.9;603.79;134.008;84.209;258.239;28.1073;62.5859;287633;4375.14;5084.57;3386.05;32.1865;68.1689;34.6996;22.3519;16.4761;22.6195;18.8546;29.7076;538.206;75.7998;97.4306;115.756;2.32003
0;79;184.486;3891.79;592.083;115.02;96.8824;279.399;8.8087;4.02673;287930;4410.8;5220.63;3239.12;30.8893;67.9474;34.7315;22.3217;16.4258;22.5667;18.9504;28.9281;538.341;76.7316;97.9533;114.924;2.32236
0;80;221.762;4147.84;555.467;113.23;72.7716;296.006;20.4369;104.816;287087;4476.48;5171.73;3205.04;31.2977;69.7275;33.7783;21.7752;16.1769;23.7568;18.5717;30.6289;537.728;76.3128;98.3098;115.366;2.32811
0;81;231.658;4008.27;594.176;134.627;77.0428;278.862;14.0745;97.8651;286888;4494.49;5164.24;3262.91;31.213;68.5648;34.883;22.5646;15.6334;22.8327;17.6115;30.2753;537.521;76.4141;98.1154;115.185;2.19198
0;82;233.817;3976.69;557.307;168.859;140.164;238.975;15.0724;42.0964;288516;4412.48;4881.67;3415.25;31.1285;68.4133;34.1276;23.2787;17.5022;22.1185;18.1844;28.631;538.972;76.0217;96.7153;116.411;2.30425
0;83;259.971;3901.74;656.003;173.006;101.504;286.415;8.05947;103.478;286859;4334.59;5029.64;3177.21;31.6393;67.8604;35.688;23.3678;16.1437;23.2196;18.4754;29.4785;537.199;75.6579;97.1569;114.399;2.38882
0;84;233.1;4079.12;571.743;170.644;50.265;228.655;9.14695;52.2692;285433;4435.16;5006.47;3044.33;32.0462;69.2968;34.3932;23.4907;15.2632;22.4333;17.6128;29.3561;535.927;76.2467;97.0409;113.455;2.26485
0;85;226.466;3925.79;572.33;123.551;127.897;329.572;26.0979;26.9013;285876;4323.49;4921.52;3145.57;31.2531;67.9701;34.3326;22.8333;17.6795;23.6799;17.7013;28.9455;536.621;75.9023;96.9835;114.836;2.19868
0;86;218.693;3948.21;593.247;125.577;114.481;362.04;27.713;88.2826;286679;4437.83;5074.9;2981.6;31.3055;68.2402;34.545;22.3724;17.0383;24.3586;18.2228;29.35;537.373;75.913;97.0273;113.615;2.26303
0;87;94.2629;3908.91;563.574;129.667;116.044;302.918;9.19553;73.7682;287349;4477.62;5256.63;3134.18;28.8888;67.8982;34.2763;22.8473;16.6786;23.2349;16.8205;29.235;537.817;76.716;98.718;115.151;2.37038
0;88;170.118;3989.33;577.518;119.846;112.619;249.974;13.2464;10.012;284855;4327.8;4856.68;3194.76;30.6368;68.5942;34.5358;22.756;17.3011;22.4603;16.5977;28.165;535.755;75.5907;96.1811;114.67;2.33541
0;89;153.414;3904.81;498.787;98.9012;74.2128;199.533;42.2564;31.4716;286697;4305.84;5093.27;3047.85;31.1056;68.3554;33.5893;22.7301;15.9502;21.7194;15.9843;28.8435;537.157;76.2739;97.5019;113.535;2.23315
0;90;214.101;3987.37;579.784;131.99;74.3741;254.062;3.88818;53.9908;286967;4241.1;5082.54;3280.39;31.053;68.5669;34.2079;22.0227;15.9345;22.9591;18.3059;29.1358;537.529;74.5753;97.424;115.601;2.4895
0;91;236.226;3945.13;626.087;106.446;67.3405;239.957;15.8659;59.1653;287845;4423.36;5127.9;3265.51;31.5885;68.3712;35.1122;21.9268;15.6939;22.4793;17.8204;28.3803;538.217;76.273;97.6493;115.033;2.14801
0;92;279.615;3974.6;577.707;150.625;64.8806;198.138;23.2607;67.998;286842;4416.87;5102.3;3220.13;32.6734;68.5348;34.2256;23.2002;15.7562;21.3601;16.8197;29.5789;537.422;76.6224;97.4299;114.743;2.31974
0;93;227.492;3939.59;563.375;95.2438;86.5545;159.648;7.03193;146.852;287099;4388.09;5083.65;3484.14;32.1621;68.6565;34.3062;21.4333;16.0175;20.4122;17.8289;30.5746;537.575;76.181;97.7847;116.411;2.4744
0;94;235.301;3994.83;565.687;109.551;46.0461;176.557;11.0299;90.3304;287131;4433.03;4824.88;3213.23;31.6477;68.6264;34.0691;21.9998;14.809;20.5663;16.4954;29.9278;537.629;76.1364;96.533;115.101;2.39098
0;95;205.906;3988.61;545.667;160.674;74.8485;256.072;21.1212;56.5272;287801;4443.73;5247.13;3443.91;31.0681;68.391;33.4716;22.5901;15.9091;22.6124;17.1591;29.3508;538.395;76.2834;98.4806;116.569;2.18798
0;96;251.941;4061.23;618.162;94.8651;31.953;252.271;7.58012;67.8731;287157;4400.21;5092.69;3179.88;32.4761;69.323;35.1023;21.3458;14.1328;22.3806;17.7556;29.788;537.687;76.5396;97.7142;114.763;2.23654
0;97;154.14;3910.67;619.734;89.094;60.9193;225.036;8.83628;58.3346;287105;4539.47;5203.01;3537.51;30.0214;67.845;34.6411;20.6814;15.5029;21.6354;16.5235;28.8907;537.746;77.1728;99.2206;117.793;2.42617
0;98;249.686;3980.09;582.361;131.777;38.191;207.017;26.1329;42.1241;287874;4334.46;5109.67;3176.07;32.2678;68.5585;34.3626;22.3503;14.5269;21.7243;17.1358;29.1589;538.522;75.9753;97.5519;115.226;1.9961
0;99;221.147;3950.21;547.437;191.454;90.8685;207.717;19.3839;71.728;286024;4408.69;5093.06;3136.1;31.1512;68.0328;33.6162;23.0813;16.8036;21.6411;18.8263;29.3225;536.648;75.8237;97.4914;114.489;2.21389
0;100;166.732;4078.18;574.196;138.217;153.641;266.868;34.7267;60.4706;285620;4315.06;4915.51;3176.56;30.077;69.1101;34.266;22.2706;17.525;22.3687;18.8043;29.3138;536.356;75.3019;96.6138;114.637;2.34833
0;101;196.172;4003.38;608.705;147.23;124.107;212.227;17.3969;63.3189;285301;4439.56;5047.22;3109.95;30.5638;68.3849;34.5987;22.767;17.7289;21.2861;18.4073;29.5022;536.005;76.3157;97.5987;114.121;2.09846
0;102;195.375;3905.1;610.505;126.726;89.1904;233.799;2.78394;64.3395;284431;4280.37;5185.65;3303.9;31.0321;67.9002;34.986;22.7757;16.7623;22.3401;18.0381;29.8017;535.246;75.5795;98.4448;115.487;2.31233
0;103;254.316;3883.29;613.378;145.699;74.7336;141.648;18.2628;90.7127;284080;4492.33;5192.09;3409.03;31.6648;67.606;34.699;22.4728;16.4355;20.2631;18.1915;30.2188;534.934;76.3362;98.4059;116.217;2.22085
0;104;201.259;4078.34;657.979;168.684;113.858;275.228;8.76015;27.7975;291112;4424.71;5477.16;3581.98;31.4197;69.3835;35.9008;23.6355;17.5298;23.5954;18.073;29.071;541.533;76.5817;101.204;118.486;2.41858
0;105;213.869;4122.03;575.819;94.9396;92.4903;233.035;27.6103;34.8819;292056;4601.48;5536.5;3222.02;31.6611;69.7615;34.6656;22.0371;16.757;22.9482;19.1491;28.3748;542.348;77.4447;101.028;116.52;2.2142
0;106;246.044;4074.72;537.154;197.79;92.1815;294.984;2.8372;12.3647;288741;4443.9;5140.35;3193.41;31.8359;69.3325;34.5306;24.3482;16.6589;23.9496;17.7935;29.0609;539.395;76.555;98.1756;115.225;2.10985
0;107;194.787;4100.64;564.314;96.1387;112.396;235.274;18.8685;55.0237;288246;4511.91;5294.32;3318.17;31.0654;69.3563;33.8489;20.9518;16.8977;21.8196;16.9768;29.6242;538.757;76.7724;99.6693;116.506;2.23987
0;108;251.89;4038.63;525.38;116.824;80.1278;291.999;37.8836;161.164;287517;4270.87;5172.87;3380.23;32.3445;69.2291;34.144;22.9439;16.0988;23.4988;18.6313;30.8607;538.098;75.85;98.5353;116.386;2.23556
0;109;179.382;3975.5;595.489;90.0585;91.487;411.983;30.037;50.7558;287935;4372.75;5316.21;3355.05;31.0218;68.6188;34.7707;22.0453;15.9329;25.2316;17.3018;29.5389;538.495;76.7595;99.2844;116.339;2.32885
0;110;217.384;4036.31;586.104;68.6226;125.937;285.595;30.5239;51.2346;287389;4307.13;5122.55;3284.25;31.8123;69.092;34.0561;21.3607;18.0268;23.1126;18.9527;29.4704;538.177;75.4931;98.6852;116.3;2.18021
0;111;233.112;3988.09;607.84;106.778;72.0666;113.117;37.3694;82.6919;286801;4443.58;5330.11;3100.42;31.2697;68.3639;34.4221;21.4901;16.2316;18.7662;15.7746;29.7894;537.424;75.7766;99.3941;115.027;2.48774
0;112;213.213;4076.78;587.891;113.845;45.7333;205.876;39.2546;22.8025;286626;4404.61;5176.25;3455.3;31.4879;69.352;34.5093;21.7675;14.5844;21.0922;18.6588;28.442;537.373;76.5136;98.2067;116.794;2.48267
0;113;233.172;3971.32;618.283;100.4;72.0996;216.37;9.86954;122.348;286417;4504.7;5177.63;3436.98;31.6736;68.5792;34.8532;22.0437;16.4195;21.0194;17.1784;29.7256;537.135;76.608;98.6689;116.77;2.42516
0;114;257.768;4169.99;548.575;186.305;68.8872;203.446;49.6824;98.5449;287760;4494.86;5118.39;3507.07;31.6029;69.7836;33.8902;23.6941;15.4805;20.3987;18.4101;29.5404;538.312;76.2466;98.2124;116.909;2.40636
0;115;217.726;4022.01;584.172;128.52;81.3006;279.261;16.5867;5.28992;287306;4489.39;5148.25;3574.41;30.714;68.3716;33.9453;21.5027;16.456;23.0995;16.746;27.8706;538.003;76.2858;98.6935;117.348;2.51771
0;116;239.988;4013.88;552.44;168.017;69.5591;187.524;10.203;23.4368;286569;4568.78;5312.23;3345.68;31.174;68.5011;33.8748;23.1938;16.0301;21.412;17.4335;28.2817;537.368;76.5264;99.3059;116.255;2.34125
